TOP,MIDDLE,JUNGLE,BOTTOM,UTILITY,OUTCOME,experience,goldspent,baron,champion_kills,dragon,inhibitor,riftHerald,tower,teamId
Jayce,Irelia,Evelynn,Ezreal,Rumble,Win,79533,77779,0,60,0,1,0,4,200
Ornn,Lux,XinZhao,Twitch,FiddleSticks,Lose,66979,77529,0,31,0,0,0,0,100
Sion,Singed,Ivern,Caitlyn,Lux,Win,63163,59633,1,23,2,3,1,11,200
Heimerdinger,Zed,Khazix,Jinx,Zyra,Lose,51833,56933,0,10,1,0,1,1,100
Jayce,Neeko,JarvanIV,Kaisa,Alistar,Win,48747,3950,0,35,1,2,2,9,100
Warwick,Ekko,Khazix,Lucian,Rakan,Lose,39713,44313,0,15,1,0,0,3,200
Gragas,Ahri,Graves,Samira,Rell,Win,35948,29367,0,22,2,0,1,5,200
Jax,Leblanc,Shaco,Tristana,Nautilus,Lose,24792,27742,0,6,0,0,0,0,100
KSante,Veigar,Graves,Kaisa,Rakan,Win,83109,8600,1,37,1,1,0,7,100
Camille,Sylas,LeeSin,Sivir,Blitzcrank,Lose,79153,87878,1,50,3,1,2,8,200
KSante,Veigar,Graves,Kaisa,Anivia,Win,75325,9235,0,38,0,1,0,4,100
Camille,Sylas,LeeSin,Sivir,Nidalee,Lose,67743,78278,0,42,0,0,0,1,200
KSante,Veigar,Graves,Kaisa,Udyr,Win,84513,90400,0,62,0,1,0,4,200
Camille,Sylas,LeeSin,Sivir,Bard,Lose,80100,90335,0,70,0,0,0,1,100
Jax,Ahri,Nocturne,Lucian,Blitzcrank,Win,61353,55057,1,42,2,1,2,7,200
Mordekaiser,Malzahar,Shyvana,Kaisa,Milio,Lose,48157,53717,0,18,0,0,0,0,100
Jax,Ahri,Nocturne,Lucian,Volibear,Win,100703,106860,0,55,0,1,0,4,200
Mordekaiser,Malzahar,Shyvana,Kaisa,Ziggs,Lose,94210,106360,0,46,0,1,0,2,100
Jax,Akshan,Elise,Aphelios,Maokai,Win,61567,6975,1,33,1,1,1,9,100
Akali,Sylas,Rengar,Xayah,Thresh,Lose,54357,60157,0,25,1,0,1,1,200
Sylas,Annie,Vi,Jinx,Blitzcrank,Win,74817,64065,2,34,4,3,1,11,200
Malphite,Akshan,Amumu,Ezreal,Braum,Lose,55265,61965,0,18,0,0,1,2,100
Sylas,Annie,Vi,Jinx,Annie,Win,36860,5350,0,31,0,0,0,1,100
Malphite,Akshan,Amumu,Ezreal,Rakan,Lose,34518,41418,0,24,0,0,0,0,200
Riven,TwistedFate,Elise,Zeri,Lulu,Win,64611,8925,1,34,2,1,2,10,100
Fiora,Annie,Vi,Xayah,Rakan,Lose,54798,61773,0,20,1,0,0,4,200
Renekton,Akshan,Neeko,Zeri,Nautilus,Win,47345,4700,0,20,1,0,2,4,100
Karma,Syndra,Kindred,Lucian,Nami,Lose,41333,45993,0,8,1,0,0,0,200
Aatrox,Anivia,Zac,Ashe,Zoe,Win,52911,6960,1,30,2,1,2,7,100
Jax,Xerath,Sejuani,Jinx,Thresh,Lose,39931,44931,0,8,0,0,0,1,200
Gragas,Vladimir,Vi,Aphelios,Thresh,Win,75867,7825,2,30,4,1,1,6,100
Yone,Ahri,Volibear,Xayah,Rakan,Lose,65246,73946,0,29,1,0,0,4,200
Sett,Akali,Lillia,Jinx,Blitzcrank,Win,47838,5375,0,26,2,0,2,4,100
Sion,AurelionSol,Vi,Samira,Rell,Lose,38900,43875,0,9,1,0,0,2,200
Gwen,Talon,Diana,Varus,Thresh,Win,49889,5475,0,27,2,0,0,5,100
Gragas,Zoe,JarvanIV,Sivir,Rakan,Lose,36836,39946,0,9,0,0,1,0,200
KSante,Kassadin,Nidalee,Jhin,Morgana,Win,65556,8175,1,31,3,1,2,8,100
DrMundo,Sylas,Elise,Aphelios,Thresh,Lose,59217,65942,0,19,0,0,0,4,200
Jayce,Talon,Belveth,Velkoz,Karma,Win,31745,4410,0,17,1,0,1,3,100
Singed,Ahri,Khazix,Xayah,Senna,Lose,25258,28808,0,4,0,0,0,0,200
KSante,Yone,Sylas,Aphelios,Karma,Win,75029,65636,1,40,2,2,2,10,200
Fiora,Viktor,Graves,Jinx,Senna,Lose,57336,63836,0,14,1,0,0,4,100
Jayce,Zoe,Graves,Zeri,Lulu,Win,66006,7125,1,30,2,2,2,10,100
Kennen,Qiyana,LeeSin,Kaisa,Rakan,Lose,55705,61955,0,18,2,0,0,2,200
Neeko,Cassiopeia,Graves,Aphelios,FiddleSticks,Win,86078,86294,1,37,5,3,1,11,200
Warwick,AurelionSol,Zac,Jhin,Rakan,Lose,76444,84644,1,26,0,0,1,3,100
Neeko,Cassiopeia,Graves,Aphelios,JarvanIV,Win,97303,103418,0,57,0,2,0,4,200
Warwick,AurelionSol,Zac,Jhin,Ahri,Lose,88918,101168,0,47,0,0,0,0,100
KSante,Akali,Vi,Jinx,Karma,Win,46039,45865,0,18,3,0,1,4,200
Jax,Syndra,Kindred,Varus,Rakan,Lose,39615,44315,0,10,0,0,1,1,100
Darius,Zed,Elise,Varus,Lux,Win,35873,41441,0,29,2,0,0,3,200
Sett,Sylas,Trundle,Ashe,Blitzcrank,Lose,32591,42991,0,19,1,0,2,1,100
Jayce,Annie,Khazix,Lucian,Nami,Win,71585,69809,1,28,3,1,0,6,200
Kennen,TwistedFate,MasterYi,KogMaw,Milio,Lose,61284,68959,0,28,1,0,2,4,100
Viktor,Tristana,Vi,Karthus,Pantheon,Win,59506,55827,1,38,3,0,2,7,200
Kennen,Leblanc,Viego,Ezreal,Karma,Lose,47627,54852,0,24,0,0,0,2,100
Renekton,Yasuo,Gragas,Aphelios,Zac,Win,53594,47861,0,34,3,1,2,9,200
Darius,Sylas,LeeSin,Zeri,Lulu,Lose,41386,46136,0,17,0,0,0,1,100
Renekton,Yasuo,Gragas,Aphelios,Orianna,Win,55114,10300,0,38,0,0,0,2,100
Darius,Sylas,LeeSin,Zeri,Caitlyn,Lose,50313,60063,0,30,0,0,0,1,200
Gangplank,Syndra,Viego,Kaisa,Senna,Win,89247,13800,1,49,1,3,2,11,100
Gnar,Zoe,Graves,MissFortune,Blitzcrank,Lose,85050,95550,1,43,4,0,0,2,200
Jax,Fizz,Warwick,Kindred,Blitzcrank,Win,40039,39788,0,21,2,0,2,4,200
Sion,Sylas,Graves,Kaisa,Milio,Lose,34763,38338,0,8,0,0,0,1,100
Pantheon,Pyke,Nidalee,Aphelios,Heimerdinger,Win,58707,6805,0,30,3,1,1,9,100
Jax,Orianna,Kindred,Kalista,Braum,Lose,52695,59145,1,20,0,0,1,2,200
Pantheon,Pyke,Nidalee,Aphelios,MonkeyKing,Win,130398,14200,0,67,0,1,0,4,100
Jax,Orianna,Kindred,Kalista,TwistedFate,Lose,117431,134241,0,65,0,1,0,2,200
Aatrox,TwistedFate,Poppy,Jinx,Lulu,Win,45913,41078,0,26,2,2,2,10,200
Zac,Zed,Gragas,Ezreal,Yuumi,Lose,35078,39053,0,9,0,0,0,0,100
Illaoi,Cassiopeia,Hecarim,Jinx,Milio,Win,66709,6010,1,35,2,1,2,7,100
Malphite,Akshan,Nunu,Kalista,Nautilus,Lose,49542,55592,0,19,2,0,0,2,200
Rumble,Swain,Khazix,Aphelios,Alistar,Win,56988,57521,0,26,4,1,0,7,200
Jayce,Akshan,Elise,Kaisa,Nautilus,Lose,51021,57371,0,24,0,0,2,5,100
Poppy,Yasuo,Elise,Ezreal,Lulu,Win,32186,4685,0,19,1,0,1,3,100
KSante,Ekko,Kayn,Jinx,Milio,Lose,26389,29189,0,4,0,0,0,0,200
Yasuo,Zoe,Belveth,Varus,Swain,Win,58123,6650,1,22,2,1,2,8,100
Darius,Yone,Kindred,Jhin,Alistar,Lose,48732,53782,0,12,1,0,0,2,200
Yasuo,Zoe,Belveth,Varus,Vayne,Win,106035,15050,0,53,0,1,0,4,100
Darius,Yone,Kindred,Jhin,Nautilus,Lose,95003,107913,0,57,0,2,0,2,200
Yasuo,Zoe,Belveth,Varus,LeeSin,Win,115289,14800,0,57,0,1,0,4,100
Darius,Yone,Kindred,Jhin,Aphelios,Lose,104262,121362,0,48,0,1,0,2,200
Vladimir,Katarina,Hecarim,Xayah,Pyke,Win,31509,4075,0,13,2,0,1,1,100
Garen,Akali,Kindred,Jinx,Thresh,Lose,28408,31333,0,7,0,0,0,0,200
Kayle,Zed,Sylas,Aphelios,Thresh,Win,70476,7800,1,30,2,1,1,8,100
Zac,Ekko,Pantheon,Xayah,Rell,Lose,59375,67275,0,26,2,0,1,3,200
Cassiopeia,Qiyana,Nidalee,Lucian,Milio,Win,45659,46116,0,16,1,0,1,5,200
Warwick,KSante,Evelynn,Aphelios,Lulu,Lose,40416,44766,0,9,0,0,1,2,100
Kennen,Viktor,Poppy,Ezreal,Karma,Win,34884,4250,0,12,0,1,2,5,100
Nidalee,Yone,Sejuani,Lucian,Milio,Lose,30196,33721,0,4,2,0,0,1,200
Yorick,Malzahar,Viego,Ezreal,Neeko,Win,37230,5800,0,31,0,2,1,10,100
Mordekaiser,Vex,Khazix,Zeri,Yuumi,Lose,27514,29964,0,4,1,0,0,0,200
Azir,Kled,Gragas,Ezreal,Karma,Win,57341,71708,1,25,1,4,1,11,200
Chogath,Zoe,Belveth,Xayah,Rakan,Lose,63283,69958,0,19,2,0,1,2,100
Azir,Kled,Gragas,Ezreal,MissFortune,Win,126369,129871,0,66,0,1,0,4,200
Chogath,Zoe,Belveth,Xayah,Leblanc,Lose,116421,132271,0,57,0,2,0,3,100
Azir,Kled,Gragas,Ezreal,Garen,Win,129207,132710,0,82,0,3,0,4,200
Chogath,Zoe,Belveth,Xayah,Lucian,Lose,118910,141125,0,70,0,0,0,1,100
Jax,Xerath,Vi,Xayah,Rakan,Win,45799,7850,0,30,2,0,0,5,100
Gragas,Viktor,Viego,Ashe,Braum,Lose,38809,45059,0,17,1,0,2,2,200
Gragas,Yasuo,LeeSin,Jinx,Thresh,Win,42498,5600,0,25,2,0,0,3,100
Fiora,Lissandra,Diana,Xayah,Rakan,Lose,35644,40369,0,10,0,0,2,1,200
Kennen,Qiyana,Kayn,Vayne,Bard,Win,31738,5125,0,18,2,0,1,2,100
Ornn,Talon,Karthus,Jinx,Rakan,Lose,26446,30796,0,8,0,0,0,0,200
Gnar,TwistedFate,Sejuani,Draven,Yuumi,Win,63460,6725,1,30,2,1,2,8,100
Camille,Galio,LeeSin,Sivir,Lulu,Lose,49232,54432,0,14,1,0,0,1,200
Darius,Neeko,Volibear,Lucian,Leona,Win,32512,4025,0,35,1,0,1,5,100
Aatrox,Sylas,Nautilus,Ezreal,Shaco,Lose,21699,24399,0,5,0,0,0,0,200
Zac,Viktor,Graves,Jhin,Twitch,Win,80800,83541,1,46,2,1,2,6,200
Rengar,Anivia,LeeSin,Draven,Nautilus,Lose,71766,80441,0,38,3,0,0,3,100
Gragas,Akshan,Vi,Ezreal,Taliyah,Win,54476,52990,0,30,3,0,2,4,200
Jax,Qiyana,Lillia,Kalista,Thresh,Lose,44740,50265,0,16,0,0,0,2,100
Jayce,Ekko,Graves,Varus,Thresh,Win,31151,31150,0,19,1,0,1,4,200
Jax,Sylas,Nidalee,KogMaw,Lulu,Lose,26075,29725,0,8,0,0,0,0,100
Gragas,Syndra,Vi,Zeri,Zac,Win,96765,95353,2,37,3,2,0,10,200
KSante,TwistedFate,Rumble,Xayah,Rakan,Lose,85628,95653,1,32,3,0,2,6,100
Sion,Zed,Karthus,Xayah,Rakan,Win,50023,48122,0,17,2,0,2,5,200
Darius,KSante,LeeSin,Kaisa,Blitzcrank,Lose,42372,47297,0,12,1,0,0,2,100
Kennen,Yone,Udyr,Aphelios,Thresh,Win,85352,103640,1,47,4,1,0,8,200
Fiora,Qiyana,Neeko,Lucian,Nami,Lose,88990,106790,0,37,1,2,2,7,100
Thresh,Talon,Karthus,Jhin,Blitzcrank,Win,88219,80458,1,52,4,2,1,10,200
Azir,Lissandra,Sylas,Caitlyn,Rakan,Lose,73333,80383,1,33,0,0,1,3,100
Riven,Ekko,Volibear,Varus,Leona,Win,31969,5975,0,27,1,0,2,4,100
Renekton,Ahri,Khazix,Jinx,Lulu,Lose,27995,31370,0,12,0,0,0,0,200
Shen,Galio,FiddleSticks,Ezreal,Karma,Win,37337,5475,0,25,2,0,1,1,100
Rengar,Tristana,Ekko,Aphelios,Lulu,Lose,27750,31725,0,5,0,0,1,0,200
Jax,Ekko,JarvanIV,Jinx,Rakan,Win,56080,6025,1,26,3,1,1,7,100
Rumble,Sylas,MasterYi,Kaisa,Amumu,Lose,46311,51961,0,14,1,0,1,3,200
Jax,Ekko,JarvanIV,Jinx,Sylas,Win,69850,9400,0,59,0,1,0,4,100
Rumble,Sylas,MasterYi,Kaisa,XinZhao,Lose,57128,66778,0,41,0,0,0,0,200
Teemo,TwistedFate,Blitzcrank,Caitlyn,Neeko,Win,33267,33837,0,12,1,0,0,1,200
Kayle,Lissandra,Zac,Ashe,Pyke,Lose,29162,33972,0,9,0,0,1,0,100
Udyr,Irelia,Diana,Caitlyn,Morgana,Win,37836,4550,0,25,2,2,2,10,100
Kayle,Ahri,Shaco,Jinx,Thresh,Lose,23242,26292,0,6,0,0,0,0,200
Udyr,Irelia,Diana,Caitlyn,Trundle,Win,89796,13500,0,54,0,1,0,4,100
Kayle,Ahri,Shaco,Jinx,Morgana,Lose,77883,87133,0,46,0,0,0,1,200
KSante,Akshan,Sejuani,Xayah,Rakan,Win,33531,3725,0,18,2,0,1,3,100
Kayle,Katarina,Khazix,Kaisa,Pyke,Lose,28542,31717,0,10,0,0,0,0,200
Fiora,Ahri,Viego,Kaisa,Thresh,Win,102450,9700,2,29,4,7,1,11,100
Jax,Zoe,Talon,Jinx,Lulu,Lose,110268,119418,1,29,2,1,1,7,200
Irelia,Katarina,LeeSin,Lucian,Milio,Win,84602,78146,2,34,3,1,1,8,200
Garen,Lissandra,Karthus,Jinx,Blitzcrank,Lose,70696,77771,0,19,1,0,1,6,100
KSante,Ahri,Vi,Lucian,Nami,Win,68870,61697,1,35,3,0,2,6,200
Sion,Kennen,LeeSin,Jhin,Braum,Lose,54342,60917,0,17,0,0,0,2,100
Illaoi,Ekko,JarvanIV,Ezreal,Swain,Win,33824,6225,0,31,2,0,1,6,100
Shen,Galio,Khazix,Jinx,XinZhao,Lose,26406,29631,0,11,0,0,0,0,200
Illaoi,Ekko,JarvanIV,Ezreal,KSante,Win,151119,160082,0,82,0,2,0,4,200
Shen,Galio,Khazix,Jinx,Blitzcrank,Lose,144282,159932,0,73,0,1,0,4,100
Irelia,Viego,Elise,MissFortune,Rell,Win,52577,5825,0,32,2,2,0,9,100
Gragas,Lissandra,Khazix,Tristana,Rakan,Lose,48634,54434,0,18,1,0,2,3,200
Sett,Syndra,LeeSin,Xayah,Alistar,Win,105497,10225,2,53,2,5,1,11,100
Fiora,Akshan,Karthus,Ezreal,Rakan,Lose,92624,107224,1,40,4,0,0,6,200
Sett,Syndra,LeeSin,Xayah,Zoe,Win,64851,10835,0,25,0,2,0,4,100
Fiora,Akshan,Karthus,Ezreal,Veigar,Lose,62604,67004,0,25,0,0,0,0,200
Poppy,Sylas,Khazix,Xayah,Bard,Win,86123,85275,2,32,3,1,0,9,200
Rumble,Nautilus,Shaco,Jinx,Rakan,Lose,77075,86700,0,35,2,0,2,3,100
Riven,LeeSin,Evelynn,Swain,Yuumi,Win,63477,57870,1,32,2,2,1,9,200
Mordekaiser,Viego,Elise,Lucian,Milio,Lose,49970,56570,0,24,2,0,1,4,100
Jax,Akali,Nidalee,Ezreal,Maokai,Win,71419,6675,1,35,3,1,0,10,100
Kennen,Irelia,Diana,Aphelios,Annie,Lose,60200,66450,0,24,1,0,2,4,200
Gnar,Tristana,Elise,Jinx,Zyra,Win,51875,50139,1,17,2,0,2,6,200
Olaf,Leblanc,Karthus,Aphelios,Yuumi,Lose,44664,50964,0,18,1,0,0,2,100
Gragas,Irelia,XinZhao,Aphelios,Thresh,Win,41557,4975,0,17,2,0,2,4,100
Malphite,Anivia,Khazix,Ezreal,Nautilus,Lose,35182,39357,0,7,0,0,0,0,200
Jayce,Ahri,Graves,AurelionSol,Thresh,Win,74844,6900,0,32,5,4,2,11,100
Rengar,Leblanc,Hecarim,Zeri,Yuumi,Lose,69686,76461,1,20,0,1,0,3,200
Rengar,Sylas,Taliyah,Jinx,Nautilus,Win,66787,58997,1,30,2,2,1,10,200
Teemo,TwistedFate,Hecarim,Varus,Heimerdinger,Lose,51922,59472,0,13,1,0,1,4,100
Sion,Zac,Nidalee,Samira,Nautilus,Win,63640,65658,0,32,3,1,2,8,200
Gnar,Gragas,MonkeyKing,Kaisa,Blitzcrank,Lose,59608,65483,1,22,0,0,0,3,100
Jayce,Galio,Vi,Zeri,Thresh,Win,73143,8325,1,37,2,2,2,10,100
Sion,Akshan,Nidalee,Jinx,Leona,Lose,60835,67460,0,23,2,0,0,3,200
Jax,Irelia,Gwen,Xayah,Rakan,Win,67075,65915,1,25,3,1,2,7,200
Darius,Talon,Lillia,Zeri,Annie,Lose,58190,66015,0,26,0,0,0,2,100
Ashe,Fizz,JarvanIV,Jinx,Nautilus,Win,82931,91426,1,40,2,1,1,8,200
Shaco,Tristana,Elise,Ezreal,Thresh,Lose,77576,85681,1,47,2,1,0,8,100
Ashe,Fizz,JarvanIV,Jinx,Taric,Win,107910,14250,0,60,0,2,0,4,100
Shaco,Tristana,Elise,Ezreal,Lulu,Lose,102645,114495,0,62,0,1,0,2,200
KSante,Syndra,Graves,Aphelios,Rakan,Win,76206,8660,1,35,1,2,1,10,100
Rumble,Ahri,Talon,Ezreal,Veigar,Lose,65286,76886,0,31,2,0,1,6,200
Darius,KSante,XinZhao,Kaisa,Blitzcrank,Win,65098,7225,1,33,2,2,1,11,100
Fiora,Yone,Viego,Jhin,Xerath,Lose,50904,56854,0,14,1,0,1,4,200
Darius,KSante,XinZhao,Kaisa,Jayce,Win,91754,14550,0,76,0,2,0,4,100
Fiora,Yone,Viego,Jhin,Talon,Lose,76885,88035,0,44,0,0,0,0,200
Quinn,Ahri,Kayn,Tristana,Alistar,Win,68185,62585,1,23,3,2,2,10,200
Garen,Syndra,Khazix,Ezreal,Blitzcrank,Lose,55510,61110,0,8,1,0,0,2,100
Mordekaiser,Katarina,Khazix,Jinx,Leona,Win,77275,8400,1,44,4,2,1,10,100
Ornn,Qiyana,Nidalee,Ezreal,Nautilus,Lose,65158,72333,0,29,0,0,1,3,200
KSante,Syndra,Vi,Jinx,Rakan,Win,78571,80470,0,43,2,1,1,7,200
Illaoi,KogMaw,LeeSin,Lucian,Soraka,Lose,71870,80420,1,42,3,0,0,4,100
Gnar,Leblanc,JarvanIV,Ezreal,Rell,Win,81642,8300,1,46,5,1,1,8,100
Olaf,Viktor,LeeSin,Jinx,Lulu,Lose,69390,77645,1,31,0,0,1,4,200
Rumble,Syndra,Viego,Tristana,Rakan,Win,37524,35262,0,25,2,0,1,4,200
Jayce,Taliyah,JarvanIV,Xayah,Lulu,Lose,30277,33452,0,7,0,0,0,0,100
Mordekaiser,Diana,LeeSin,Kaisa,Morgana,Win,64421,7885,0,39,2,2,2,8,100
Aatrox,Viego,Nidalee,Jinx,Blitzcrank,Lose,60885,67635,1,24,2,0,0,1,200
KSante,Yone,Nunu,Jinx,Gragas,Win,42855,40910,0,26,1,0,2,4,200
Illaoi,Zoe,Kindred,Aphelios,Maokai,Lose,31835,35360,0,15,1,0,0,0,100
Riven,Malphite,LeeSin,Ashe,Pyke,Win,44360,41428,0,26,2,1,2,7,200
Darius,Talon,Nidalee,Ezreal,Soraka,Lose,35903,40953,0,11,0,0,0,2,100
Riven,Malphite,LeeSin,Ashe,Camille,Win,81938,11400,0,68,0,1,0,4,100
Darius,Talon,Nidalee,Ezreal,Swain,Lose,66160,74895,0,35,0,0,0,1,200
KSante,Yasuo,Gragas,Aphelios,Senna,Win,77186,11575,2,41,2,3,1,10,100
Kayle,Renekton,Khazix,Jinx,Rakan,Lose,67799,74299,0,29,2,0,1,4,200
Riven,KSante,LeeSin,Xerath,Thresh,Win,32799,32069,0,22,0,0,1,5,200
Aatrox,Galio,Viego,Jinx,Nautilus,Lose,27444,30969,0,6,0,0,0,0,100
Riven,KSante,LeeSin,Xerath,Tryndamere,Win,56494,64329,0,48,0,1,0,2,200
Aatrox,Galio,Viego,Jinx,Jayce,Lose,53309,62459,0,36,0,0,0,0,100
Akshan,Lux,LeeSin,Chogath,Senna,Win,91492,89180,2,38,2,2,0,9,200
Cassiopeia,Viego,Sylas,Kaisa,Lulu,Lose,76030,85390,0,41,2,1,2,7,100
Ornn,Tristana,Nidalee,Aphelios,Nautilus,Win,30761,5275,0,15,1,0,0,4,100
Poppy,Zoe,Kindred,Kaisa,Blitzcrank,Lose,28665,31775,0,6,0,0,1,1,200
Gragas,Swain,Khazix,Aphelios,Alistar,Win,80719,69177,2,31,3,1,0,8,200
KSante,Lux,Rengar,Jinx,Thresh,Lose,61197,68972,0,20,2,0,2,4,100
Renekton,Yone,Neeko,Samira,Nautilus,Win,30474,4700,0,27,0,0,1,5,100
Jax,Yasuo,Vi,Aphelios,TahmKench,Lose,23748,27473,0,8,1,0,0,0,200
Fiora,Qiyana,Rammus,Aphelios,FiddleSticks,Win,60742,7100,1,26,1,2,0,10,100
Malphite,Fizz,LeeSin,Xayah,Milio,Lose,51275,57300,0,21,2,0,2,3,200
Fiora,Qiyana,Rammus,Aphelios,Ziggs,Win,99604,99428,0,70,0,2,0,4,200
Malphite,Fizz,LeeSin,Xayah,Renekton,Lose,88378,100478,0,49,0,0,0,1,100
Darius,Ahri,Poppy,Ezreal,Maokai,Win,42668,5450,0,25,0,0,1,3,100
Aatrox,Annie,Nunu,Jinx,Pyke,Lose,36542,41667,0,13,2,0,1,0,200
KSante,Neeko,Kindred,Jinx,Nautilus,Win,47068,46049,0,33,2,1,1,7,200
Gnar,TwistedFate,Sejuani,Aphelios,Blitzcrank,Lose,39799,44449,0,19,0,0,1,2,100
KSante,Katarina,Viego,Karma,Rakan,Win,87339,79874,2,44,2,2,0,10,200
Fiora,Anivia,Nidalee,Zeri,Blitzcrank,Lose,70874,78949,0,16,3,0,2,5,100
Udyr,Singed,Khazix,Ezreal,Karma,Win,63198,63586,1,38,3,1,2,8,200
Malphite,Qiyana,Vi,Jinx,Thresh,Lose,54551,61301,0,24,0,0,0,0,100
Irelia,MonkeyKing,LeeSin,KogMaw,Seraphine,Win,33049,33118,0,21,0,0,0,3,200
Darius,Lissandra,Rengar,Aphelios,Milio,Lose,28443,31068,0,8,1,0,1,0,100
Gangplank,Kassadin,Viego,Zed,Vayne,Win,37059,32416,0,22,2,0,1,5,200
Riven,Yasuo,Diana,Aphelios,Zoe,Lose,26766,31491,0,8,0,0,0,0,100
Rammus,Galio,Khazix,Ezreal,Karma,Win,56460,50520,1,32,2,1,2,8,200
Kalista,Syndra,LeeSin,Jinx,Thresh,Lose,44370,50820,0,13,1,0,0,3,100
KSante,Renekton,FiddleSticks,Ezreal,Yuumi,Win,76292,71671,1,44,3,1,1,10,200
Kayle,Yone,Vi,Twitch,Thresh,Lose,64471,72321,0,27,1,0,1,2,100
KSante,Renekton,FiddleSticks,Ezreal,Bard,Win,120131,119476,0,49,0,1,0,4,200
Kayle,Yone,Vi,Twitch,Olaf,Lose,107126,121026,0,43,0,2,0,2,100
Kennen,Yone,Vi,Kaisa,Nautilus,Win,74328,8025,1,49,2,2,2,10,100
Jayce,Zed,Gragas,Xayah,Velkoz,Lose,61031,69556,0,31,1,0,0,2,200
Kennen,Yone,Vi,Kaisa,Xerath,Win,44450,5450,0,34,0,0,0,0,100
Jayce,Zed,Gragas,Xayah,Skarner,Lose,38612,44462,0,18,0,0,0,0,200
Mordekaiser,Tristana,Nidalee,Aphelios,Nautilus,Win,78178,72245,2,33,3,2,1,9,200
Shen,Zoe,Khazix,Jinx,Ornn,Lose,63970,72320,0,31,1,1,1,5,100
Viktor,Cassiopeia,Vi,Kaisa,Blitzcrank,Win,61110,6600,1,33,3,1,0,7,100
Jayce,Leblanc,LeeSin,Jinx,Annie,Lose,49195,54145,0,12,0,0,2,5,200
Viktor,Cassiopeia,Vi,Kaisa,LeeSin,Win,99719,110017,0,58,0,1,0,4,200
Jayce,Leblanc,LeeSin,Jinx,AurelionSol,Lose,94967,107267,0,53,0,0,0,2,100
Malphite,Akshan,Karthus,Ashe,Heimerdinger,Win,50232,43941,1,20,3,1,1,7,200
Jayce,Zoe,Kindred,Aphelios,Rakan,Lose,37966,42766,0,8,0,0,1,0,100
Malphite,Azir,Sejuani,Aphelios,Thresh,Win,46451,43801,0,20,1,0,1,3,200
KSante,Ahri,Graves,Jinx,Nautilus,Lose,38466,43166,0,8,0,0,1,0,100
Renekton,Irelia,Neeko,Jhin,Leona,Win,70698,65151,1,41,4,2,1,10,200
Sylas,Ahri,Khazix,Zeri,Maokai,Lose,57726,63301,0,17,0,0,1,1,100
Maokai,Zoe,LeeSin,Zeri,Karma,Win,65262,58981,1,36,1,2,2,7,200
Darius,Talon,Kayn,Xayah,Rakan,Lose,51706,63856,0,22,2,0,0,3,100
Darius,TwistedFate,Shaco,Xayah,Morgana,Win,14263,2595,0,12,0,0,0,0,100
Vladimir,Zed,Graves,Jinx,Thresh,Lose,12651,14726,0,6,0,0,0,0,200
Poppy,Syndra,LeeSin,Varus,Senna,Win,67754,8450,1,31,2,2,2,10,100
Illaoi,Irelia,Khazix,Xayah,Leona,Lose,52192,58242,0,18,0,0,0,3,200
KSante,Leblanc,Maokai,Kalista,Ashe,Win,78488,8675,1,36,4,1,1,7,100
Gwen,Renekton,Qiyana,Samira,Pyke,Lose,65148,74473,0,24,0,0,0,4,200
KSante,Leblanc,Maokai,Kalista,Khazix,Win,133007,17050,0,87,0,3,0,4,100
Gwen,Renekton,Qiyana,Samira,Fiora,Lose,118231,135831,0,51,0,0,0,0,200
Jayce,Anivia,Sylas,Zeri,Janna,Win,59861,55520,1,35,2,1,2,10,200
Kayle,Leblanc,Maokai,Jinx,Lulu,Lose,48370,54520,0,12,0,0,0,0,100
Poppy,Katarina,Graves,Lucian,Nami,Win,70973,67129,1,46,3,1,2,9,200
Cassiopeia,Neeko,LeeSin,Xayah,Rakan,Lose,58104,65554,0,22,1,0,0,2,100
Renekton,Ryze,Khazix,Ashe,Rakan,Win,83536,74000,2,31,3,2,1,10,200
Yone,Ahri,JarvanIV,Caitlyn,Velkoz,Lose,67375,75850,0,22,1,0,1,4,100
Warwick,Orianna,Nunu,Jinx,Nasus,Win,61083,57230,1,13,3,1,2,8,200
Renekton,Ahri,Elise,Aphelios,Yuumi,Lose,51330,56980,0,11,1,0,0,1,100
KSante,Lissandra,Gragas,Lucian,Nami,Win,81393,7150,2,46,2,2,2,9,100
Graves,Rumble,LeeSin,Jhin,Zilean,Lose,67730,74955,0,30,2,0,0,4,200
Akali,LeeSin,MonkeyKing,Zeri,Milio,Win,107565,14680,2,44,5,0,1,4,100
Kennen,Irelia,Rengar,Xayah,Lulu,Lose,86663,104088,0,29,1,0,1,5,200
Akali,LeeSin,MonkeyKing,Zeri,Vladimir,Win,75821,73453,0,49,0,1,0,4,200
Kennen,Irelia,Rengar,Xayah,Lucian,Lose,62503,73403,0,30,0,0,0,0,100
Sett,Vladimir,Hecarim,Tristana,Janna,Win,70113,64474,1,33,2,1,1,7,200
KSante,Katarina,Khazix,Draven,Alistar,Lose,57549,63099,0,19,1,0,1,2,100
Maokai,Neeko,Talon,Jinx,Thresh,Win,55431,51832,1,23,1,0,2,2,200
KSante,Syndra,Gragas,Aphelios,Rakan,Lose,45957,51582,0,10,1,0,0,2,100
Nasus,Ahri,Graves,Jinx,Lulu,Win,59162,53463,1,21,2,1,1,8,200
